vehicle_id,model_year,make
0,2024,ROLLS-ROYCE
0,2024,SUBARU
0,2024,TESLA
0,2024,TOYOTA
0,2024,VINFAST
0,2024,VOLKSWAGEN
0,2024,VOLVO
0,2025,ACURA
0,2025,ALFA
0,2025,AUDI
0,2025,BMW
0,2025,BRIGHTDROP
0,2025,BUICK
0,2025,CADILLAC
0,2025,CHEVROLET
0,2025,CHRYSLER
0,2025,DODGE
0,2025,FIAT
0,2025,FORD
0,2025,GENESIS
0,2025,GMC
0,2025,HONDA
0,2025,HYUNDAI
0,2025,INFINITI
0,2025,JAGUAR
0,2025,JEEP
0,2025,KIA
0,2025,LAND ROVER
0,2025,LEXUS
0,2025,LINCOLN
0,2025,LUCID
0,2025,MAZDA
0,2025,MERCEDES-BENZ
0,2025,MINI
0,2025,MITSUBISHI
0,2025,NISSAN
0,2025,POLESTAR
0,2025,PORSCHE
0,2025,RAM
0,2025,RIVIAN
0,2025,SUBARU
0,2025,TESLA
0,2025,TOYOTA
0,2025,VOLKSWAGEN
0,2025,VOLVO
